name,position,college,conference,height,weight,forty,bench,vertical,broad_jump,cone,shuttle,age,years_since_first_played,played_at_18,played_at_19,played_at_20,played_at_21,played_at_22,played_at_23,Y0_defensive_PD,Y0_defensive_QB HUR,Y0_defensive_SACKS,Y0_defensive_SOLO,Y0_defensive_TD,Y0_defensive_TFL,Y0_defensive_TOT,Y0_fumbles_FUM,Y0_fumbles_LOST,Y0_fumbles_REC,Y1_interceptions_AVG,Y1_interceptions_INT,Y1_interceptions_TD,Y1_interceptions_YDS,Y0_interceptions_AVG,Y0_interceptions_INT,Y0_interceptions_TD,Y0_interceptions_YDS,Y2_interceptions_AVG,Y2_interceptions_INT,Y2_interceptions_TD,Y2_interceptions_YDS,Y3_interceptions_AVG,Y3_interceptions_INT,Y3_interceptions_TD,Y3_interceptions_YDS,draft_year,Y1_fumbles_FUM,Y1_fumbles_LOST,Y1_fumbles_REC,Y1_defensive_PD,Y1_defensive_QB HUR,Y1_defensive_SACKS,Y1_defensive_SOLO,Y1_defensive_TD,Y1_defensive_TFL,Y1_defensive_TOT,Y2_defensive_PD,Y2_defensive_QB HUR,Y2_defensive_SACKS,Y2_defensive_SOLO,Y2_defensive_TD,Y2_defensive_TFL,Y2_defensive_TOT,Y2_fumbles_FUM,Y2_fumbles_LOST,Y2_fumbles_REC,Y3_fumbles_FUM,Y3_fumbles_LOST,Y3_fumbles_REC,Y3_defensive_PD,Y3_defensive_QB HUR,Y3_defensive_SACKS,Y3_defensive_SOLO,Y3_defensive_TD,Y3_defensive_TFL,Y3_defensive_TOT
Taylor Rapp,Safety,Washington,Pac-12,72.0,208.0,,17.0,35.0,115.0,6.82,3.99,21.0,3,1,1,1,0,0,0,4.0,0.0,5.0,29.0,0.0,6.0,55.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,14.5,4.0,1.0,58.0,,,,,2019,,,,0.0,0.0,2.0,42.0,0.0,3.5,59.0,2.0,0.0,0.0,29.0,1.0,0.0,51.0,,,,,,,,,,,,,
Juan Thornhill,Safety,Virginia,ACC,72.0,205.0,4.42,21.0,44.0,141.0,,,23.0,3,0,0,1,1,1,0,7.0,1.0,0.0,62.0,0.0,4.5,98.0,,,,1.0,4.0,0.0,4.0,23.5,6.0,0.0,141.0,10.7,3.0,0.0,32.0,,,,,2019,,,,12.0,0.0,0.5,47.0,0.0,4.5,63.0,7.0,0.0,1.0,30.0,0.0,3.0,45.0,,,,,,,,,,,,,
Will Harris,Safety,Boston College,ACC,73.0,207.0,4.41,20.0,36.5,123.0,6.91,4.12,23.0,4,0,1,1,1,1,0,0.0,1.0,0.0,42.0,0.0,1.0,73.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,2.0,0.0,64.0,1.0,1.0,0.0,1.0,2019,0.0,0.0,4.0,2.0,1.0,1.0,45.0,0.0,5.5,83.0,4.0,0.0,0.0,34.0,0.0,1.0,47.0,,,,,,,,,,,,,
Mike Edwards,Safety,Kentucky,SEC,71.0,205.0,,,,,,,23.0,4,0,1,1,1,1,0,6.0,1.0,0.0,56.0,1.0,9.0,82.0,0.0,0.0,1.0,0.3,4.0,0.0,1.0,39.5,2.0,1.0,79.0,15.3,3.0,0.0,46.0,20.0,1.0,1.0,20.0,2019,,,,7.0,1.0,1.0,53.0,0.0,4.0,96.0,8.0,0.0,0.5,56.0,0.0,5.5,100.0,,,,,,,,,,,,,
Chauncey Gardner-Johnson,Safety,Florida,SEC,71.0,210.0,4.48,17.0,36.0,117.0,7.03,4.2,21.0,3,1,1,1,0,0,0,2.0,2.0,3.0,37.0,2.0,9.0,71.0,,,,44.0,2.0,0.0,88.0,27.5,4.0,2.0,110.0,34.3,3.0,1.0,103.0,,,,,2019,,,,7.0,0.0,1.0,34.0,0.0,6.0,58.0,3.0,0.0,0.0,21.0,1.0,0.5,32.0,,,,,,,,,,,,,
Khari Willis,Safety,Michigan State,Big Ten,71.0,213.0,4.52,22.0,34.5,118.0,,,23.0,3,0,0,1,1,1,0,10.0,1.0,0.0,41.0,0.0,1.5,84.0,,,,10.0,2.0,0.0,20.0,15.0,2.0,0.0,30.0,,,,,,,,,2019,,,,3.0,0.0,4.0,39.0,0.0,5.5,71.0,2.0,0.0,0.0,16.0,0.0,0.0,30.0,,,,,,,,,,,,,
Amani Hooker,Safety,Iowa,Big Ten,71.0,210.0,4.48,14.0,37.0,123.0,6.81,4.1,21.0,3,0,1,1,0,0,0,7.0,0.0,1.0,36.0,0.0,3.5,65.0,,,,15.0,2.0,1.0,30.0,15.0,4.0,0.0,60.0,,,,,,,,,2019,,,,2.0,0.0,0.0,41.0,1.0,0.0,56.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,,,,,,,,,,,,,
Sheldrick Redwine,Safety,Miami,ACC,72.0,196.0,4.44,,39.0,130.0,,4.14,22.0,3,0,1,1,1,0,0,2.0,0.0,3.0,35.0,0.0,3.5,64.0,0.0,0.0,1.0,31.0,2.0,0.0,62.0,4.7,3.0,0.0,14.0,,,,,,,,,2019,,,,5.0,0.0,0.5,36.0,0.0,2.5,57.0,2.0,0.0,0.0,18.0,0.0,0.0,28.0,,,,,,,,,,,,,
Ugochukwu Amadi,Safety,Oregon,Pac-12,69.0,199.0,,,,,,,22.0,4,1,1,1,1,0,0,6.0,2.0,1.5,35.0,3.0,4.0,43.0,1.0,1.0,0.0,7.0,3.0,0.0,21.0,23.3,3.0,2.0,70.0,,,,,15.5,2.0,0.0,31.0,2019,0.0,0.0,2.0,8.0,0.0,1.5,31.0,0.0,2.5,43.0,6.0,0.0,0.0,31.0,0.0,0.0,42.0,,,,,,,,,,,,,
Deionte Thompson,Safety,Alabama,SEC,73.0,195.0,,,,,,,22.0,3,0,0,1,1,0,0,3.0,0.0,0.0,44.0,0.0,2.0,73.0,0.0,0.0,1.0,21.0,1.0,0.0,21.0,32.5,2.0,0.0,65.0,,,,,,,,,2019,,,,1.0,0.0,0.0,18.0,0.0,1.0,25.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,,,,,,,,,,,,,
Marvell Tell III,Safety,USC,Pac-12,74.0,198.0,,,,,,,23.0,3,0,0,1,1,1,0,4.0,0.0,0.0,29.0,0.0,1.0,41.0,,,,21.3,3.0,1.0,64.0,-4.0,1.0,0.0,-4.0,0.0,1.0,0.0,0.0,,,,,2019,0.0,0.0,1.0,2.0,2.0,0.5,42.0,1.0,2.5,85.0,2.0,0.0,0.0,27.0,0.0,2.0,43.0,,,,,,,,,,,,,
Saquan Hampton,Safety,Rutgers,Big Ten,73.0,206.0,4.48,14.0,,125.0,,,23.0,4,0,1,1,1,1,0,11.0,0.0,0.0,41.0,0.0,3.0,62.0,,,,,,,,1.0,3.0,0.0,3.0,30.0,1.0,0.0,30.0,0.0,1.0,0.0,0.0,2019,,,,3.0,0.0,0.0,22.0,0.0,0.0,34.0,1.0,0.0,0.0,30.0,0.0,3.0,46.0,,,,,,,,,,,,,
Jaquan Johnson,Safety,Miami,ACC,70.0,191.0,4.69,18.0,33.0,121.0,,,23.0,4,0,1,1,1,1,0,1.0,0.0,0.0,39.0,0.0,0.5,85.0,,,,14.3,4.0,1.0,57.0,4.5,2.0,0.0,9.0,11.0,1.0,0.0,11.0,0.0,1.0,0.0,0.0,2019,0.0,0.0,2.0,3.0,1.0,1.0,50.0,1.0,2.0,88.0,2.0,1.0,1.5,24.0,0.0,3.0,38.0,0.0,0.0,1.0,,,,,,,,,,
Marcus Epps,Safety,Wyoming,Mountain West,72.0,191.0,,,,,,,23.0,4,0,1,1,1,1,0,8.0,0.0,1.0,41.0,0.0,5.5,62.0,,,,22.5,4.0,0.0,90.0,,,,,31.3,3.0,1.0,94.0,13.5,2.0,0.0,27.0,2019,0.0,0.0,1.0,4.0,0.0,1.0,40.0,0.0,5.0,64.0,6.0,0.0,0.0,72.0,1.0,6.0,111.0,0.0,0.0,2.0,,,,,,,,,,
Donovan Wilson,Safety,Texas A&M,SEC,72.0,199.0,,18.0,36.0,127.0,,,24.0,4,0,0,1,1,1,1,3.0,0.0,2.0,37.0,0.0,4.5,66.0,,,,,,,,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,15.2,5.0,1.0,76.0,2019,,,,,,,,,,,2.0,2.0,1.0,37.0,0.0,5.5,59.0,,,,,,,,,,,,,
Nick Scott,Safety,Penn State,Big Ten,71.0,201.0,,,,,,,24.0,4,0,0,1,1,1,1,1.0,0.0,1.0,35.0,0.0,1.0,65.0,,,,,,,,5.3,3.0,0.0,16.0,,,,,,,,,2019,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,1.5,32.0,1.0,0.0,0.0,3.0,0.0,0.0,8.0,,,,,,,,,,,,,
Xavier McKinney,Safety,Alabama,SEC,72.0,201.0,4.63,19.0,36.0,122.0,,,22.0,3,0,1,1,1,0,0,5.0,5.0,3.0,59.0,1.0,5.5,95.0,0.0,0.0,1.0,11.5,2.0,1.0,23.0,26.0,3.0,1.0,78.0,,,,,,,,,2020,,,,10.0,2.0,3.0,45.0,1.0,6.0,74.0,0.0,0.0,0.0,5.0,0.0,1.5,8.0,,,,,,,,,,,,,
Grant Delpit,Safety,LSU,SEC,75.0,213.0,,,,,,,21.0,3,1,1,1,0,0,0,7.0,1.0,2.0,38.0,0.0,4.5,65.0,,,,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,2020,0.0,0.0,1.0,9.0,4.0,5.0,46.0,0.0,9.5,74.0,8.0,1.0,0.0,36.0,0.0,3.5,60.0,,,,,,,,,,,,,
Antoine Winfield Jr.,Safety,Minnesota,Big Ten,69.0,203.0,4.45,,36.0,124.0,,,22.0,4,1,1,1,1,0,0,1.0,0.0,2.0,45.0,1.0,2.5,65.0,,,,0.0,1.0,0.0,0.0,15.9,7.0,1.0,111.0,,,,,82.0,1.0,1.0,82.0,2020,1.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,17.0,2.0,0.0,1.0,17.0,0.0,1.0,20.0,,,,0.0,0.0,2.0,3.0,0.0,0.0,37.0,1.0,2.5,52.0
Ashtyn Davis,Safety,California,Pac-12,73.0,202.0,,14.0,,,,,23.0,4,0,1,1,1,1,0,4.0,0.0,0.0,32.0,0.0,1.0,55.0,1.0,1.0,2.0,14.8,4.0,1.0,59.0,15.5,2.0,0.0,31.0,31.0,1.0,0.0,31.0,,,,,2020,1.0,0.0,1.0,4.0,0.0,0.0,31.0,1.0,1.0,45.0,0.0,0.0,0.0,20.0,0.0,0.0,33.0,1.0,0.0,0.0,,,,3.0,0.0,0.0,14.0,0.0,0.0,25.0
Brandon Jones,Safety,Texas,Big 12,71.0,198.0,,,,,,,22.0,4,1,1,1,1,0,0,4.0,0.0,1.0,64.0,0.0,4.5,86.0,1.0,1.0,1.0,13.0,2.0,0.0,26.0,3.5,2.0,0.0,7.0,,,,,,,,,2020,1.0,0.0,1.0,1.0,1.0,0.0,48.0,0.0,5.5,70.0,2.0,2.0,0.0,51.0,0.0,4.0,61.0,,,,,,,0.0,0.0,0.0,11.0,0.0,0.0,15.0
Julian Blackmon,Safety,Utah,Pac-12,72.0,187.0,,,,,,,22.0,4,1,1,1,1,0,0,4.0,0.0,1.5,39.0,1.0,4.0,55.0,,,,27.0,1.0,1.0,27.0,9.8,4.0,1.0,39.0,10.3,4.0,0.0,41.0,,,,,2020,,,,10.0,0.0,0.0,38.0,1.0,4.0,48.0,5.0,0.0,0.0,35.0,0.0,0.5,44.0,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,2.0
Tanner Muse,Safety,Clemson,ACC,74.0,227.0,4.41,20.0,34.5,124.0,,,24.0,4,0,0,1,1,1,1,3.0,1.0,2.0,37.0,0.0,6.0,55.0,,,,12.5,2.0,0.0,25.0,3.3,4.0,0.0,13.0,,,,,64.0,1.0,1.0,64.0,2020,,,,4.0,0.0,2.0,29.0,0.0,2.5,58.0,5.0,1.0,0.0,28.0,0.0,2.0,57.0,0.0,0.0,1.0,,,,1.0,0.0,0.0,9.0,1.0,0.0,19.0
Terrell Burgess,Safety,Utah,Pac-12,71.0,202.0,4.46,20.0,33.5,122.0,,,21.0,4,1,1,1,0,0,0,5.0,1.0,0.5,50.0,0.0,7.5,81.0,0.0,0.0,2.0,,,,,29.0,1.0,0.0,29.0,,,,,,,,,2020,,,,3.0,0.0,0.0,11.0,0.0,0.5,16.0,0.0,0.0,0.0,8.0,0.0,0.0,15.0,,,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
K'Von Wallace,Safety,Clemson,ACC,71.0,206.0,4.53,18.0,38.0,133.0,6.76,4.15,23.0,4,0,1,1,1,1,0,10.0,1.0,2.0,47.0,1.0,3.0,72.0,,,,46.0,1.0,0.0,46.0,33.0,2.0,1.0,66.0,55.0,1.0,0.0,55.0,13.0,1.0,0.0,13.0,2020,,,,3.0,0.0,0.0,31.0,0.0,1.5,47.0,3.0,0.0,0.0,22.0,0.0,0.0,26.0,,,,,,,0.0,1.0,0.0,3.0,0.0,1.0,6.0
Jaylinn Hawkins,Safety,California,Pac-12,73.0,208.0,,,35.5,117.0,,,23.0,4,0,1,1,1,1,0,2.0,0.0,1.0,37.0,0.0,3.5,49.0,,,,6.5,6.0,0.0,39.0,9.7,3.0,0.0,29.0,22.0,1.0,0.0,22.0,,,,,2020,,,,4.0,0.0,0.0,13.0,0.0,2.0,20.0,1.0,0.0,0.0,24.0,0.0,1.5,41.0,,,,,,,0.0,0.0,0.0,16.0,0.0,0.0,30.0
L'Jarius Sneed,Safety,Louisiana Tech,Conference USA,73.0,192.0,4.37,12.0,41.0,131.0,,,23.0,4,0,1,1,1,1,0,6.0,0.0,0.0,43.0,1.0,3.5,73.0,,,,14.3,3.0,1.0,43.0,22.7,3.0,1.0,68.0,-5.0,1.0,0.0,-5.0,48.0,1.0,1.0,48.0,2020,,,,6.0,0.0,1.5,39.0,1.0,1.0,53.0,6.0,0.0,1.0,29.0,0.0,1.0,30.0,,,,,,,0.0,0.0,0.0,12.0,1.0,0.0,17.0
Kenny Robinson,Safety,West Virginia,Big 12,74.0,198.0,,,,,,,21.0,3,1,1,1,0,0,0,,,,,,,,,,,14.5,4.0,0.0,58.0,,,,,56.7,3.0,2.0,170.0,,,,,2020,0.0,0.0,1.0,4.0,0.0,0.0,52.0,0.0,2.0,77.0,3.0,0.0,0.0,32.0,2.0,2.0,46.0,,,,,,,,,,,,,
Daniel Thomas,Safety,Auburn,SEC,70.0,215.0,4.51,24.0,37.0,125.0,,,22.0,4,1,1,1,1,0,0,1.0,0.0,0.0,47.0,0.0,5.5,74.0,0.0,0.0,1.0,14.5,2.0,1.0,29.0,,,,,0.0,1.0,0.0,0.0,14.5,2.0,0.0,29.0,2020,0.0,0.0,1.0,3.0,3.0,0.0,48.0,1.0,2.0,74.0,3.0,2.0,0.0,19.0,0.0,0.0,35.0,0.0,0.0,1.0,,,,1.0,0.0,0.0,10.0,0.0,1.5,16.0
Alohi Gilman,Safety,Notre Dame,FBS Independents,71.0,201.0,4.6,17.0,32.0,119.0,6.81,4.08,22.0,4,1,1,1,1,0,0,2.0,1.0,1.0,32.0,0.0,3.0,74.0,0.0,0.0,1.0,27.0,2.0,0.0,54.0,0.0,1.0,0.0,0.0,,,,,,,,,2020,,,,5.0,2.0,0.0,54.0,0.0,3.0,86.0,,,,,,,,,,,0.0,0.0,2.0,5.0,0.0,0.0,50.0,0.0,5.0,76.0
Antoine Brooks Jr.,Safety,Maryland,Big Ten,71.0,220.0,4.64,18.0,34.5,,,,22.0,4,0,1,1,1,0,0,5.0,0.0,0.0,69.0,0.0,8.5,87.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,2020,,,,3.0,1.0,2.5,47.0,0.0,9.5,68.0,1.0,0.0,1.0,53.0,0.0,9.5,77.0,,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,5.0
Jordan Fuller,Safety,Ohio State,Big Ten,74.0,203.0,4.67,,35.5,122.0,,4.27,22.0,4,1,1,1,1,0,0,4.0,0.0,0.0,42.0,0.0,0.0,62.0,,,,4.0,1.0,0.0,4.0,13.0,2.0,0.0,26.0,17.0,3.0,0.0,51.0,,,,,2020,0.0,0.0,2.0,4.0,0.0,0.0,61.0,0.0,2.5,81.0,2.0,0.0,0.0,57.0,0.0,3.0,70.0,,,,,,,0.0,0.0,0.0,7.0,0.0,0.0,11.0
Josh Metellus,Safety,Michigan,Big Ten,71.0,209.0,4.55,20.0,36.5,124.0,6.94,4.4,22.0,4,1,1,1,1,0,0,5.0,0.0,0.0,41.0,0.0,4.0,74.0,0.0,0.0,1.0,34.7,3.0,1.0,104.0,0.0,2.0,0.0,0.0,,,,,,,,,2020,,,,5.0,0.0,0.0,31.0,1.0,3.5,47.0,3.0,0.0,0.0,29.0,0.0,1.0,51.0,,,,,,,0.0,0.0,1.0,8.0,0.0,1.0,15.0
Kamren Curl,Safety,Arkansas,SEC,73.0,206.0,4.6,24.0,34.5,125.0,,,21.0,3,1,1,1,0,0,0,2.0,0.0,2.0,46.0,0.0,4.0,76.0,0.0,0.0,2.0,,,,,11.0,2.0,0.0,22.0,,,,,,,,,2020,,,,5.0,1.0,0.0,27.0,0.0,0.0,53.0,8.0,0.0,0.0,32.0,0.0,0.0,46.0,,,,,,,,,,,,,
Geno Stone,Safety,Iowa,Big Ten,70.0,207.0,4.62,12.0,33.5,116.0,,,21.0,3,1,1,1,0,0,0,4.0,2.0,1.0,46.0,0.0,3.0,70.0,,,,6.0,4.0,1.0,24.0,0.0,1.0,0.0,0.0,19.0,1.0,0.0,19.0,,,,,2020,,,,3.0,0.0,0.0,29.0,1.0,1.0,39.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,1.0,0.0,0.0,,,,,,,,,,
Vernon Scott,Safety,TCU,Big 12,73.0,206.0,,,,,,,22.0,3,0,1,1,1,0,0,7.0,0.0,1.0,29.0,1.0,2.0,44.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,98.0,1.0,1.0,98.0,,,,,,,,,2020,,,,2.0,0.0,0.0,17.0,0.0,0.0,23.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,,,,,,,,,,
Chris Jackson,Safety,Marshall,Conference USA,70.0,193.0,,,,,,,22.0,4,1,1,1,1,0,0,11.0,0.0,0.0,17.0,0.0,0.0,25.0,,,,21.0,1.0,0.0,21.0,35.0,1.0,0.0,35.0,36.0,3.0,1.0,108.0,18.0,2.0,0.0,36.0,2020,1.0,0.0,1.0,15.0,0.0,0.0,38.0,0.0,0.0,59.0,10.0,0.0,0.5,31.0,1.0,2.5,62.0,1.0,1.0,1.0,,,,9.0,0.0,1.5,22.0,0.0,4.0,41.0
Brian Cole II,Safety,Mississippi State,SEC,74.0,213.0,4.52,,,,,,23.0,2,0,0,0,1,1,0,2.0,3.0,2.0,38.0,0.0,7.5,67.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,2020,,,,0.0,0.0,1.0,5.0,0.0,3.0,11.0,,,,,,,,,,,,,,,,,,,,
Jevon Holland,Safety,Oregon,Pac-12,73.0,207.0,4.48,19.0,35.5,126.0,,4.14,21.0,3,1,1,1,0,0,0,,,,,,,,,,,16.0,4.0,1.0,64.0,,,,,1.6,5.0,0.0,8.0,,,,,2021,1.0,0.0,0.0,4.0,1.0,0.0,40.0,1.0,4.5,66.0,4.0,0.0,0.0,22.0,0.0,0.0,30.0,1.0,1.0,0.0,,,,,,,,,,
